label	tokenized_title_okt
0	다운로드 속도 지하상가 최고 고속도로 최저
5	대통령 한미 사드 논의 언급 필요시 활용
2	잠실 홈런왕 김재환 리그
5	석수 사표 접수 당장 처리
6	쌍용 자동차 영업 마에스트로 워크숍
4	게시판 롯데 홈쇼핑 인니 미디어 기업 엠텍 업무 협약
0	네이버 실검 갱신 주기 초로 늦추다
4	독일 경찰 하마스 국내 거점 수색
4	중국 대북 추가 제재 트럼프 긍정 신호
0	카카오 넥슨 인수 다각도로 내부 검토
6	특징 웅진 싱크 코웨이 인수 강세
2	손흥민 아시아 넘다 역사 이름 새기다
5	평창 대한민국 행사 참석 이낙연 총리
5	갤럽 서다 대통령 국정 수행 부정 평가 공항 여파
3	금액 젊다 대학생 포함
3	삼성 전자 압수수색 분식회계 증거 추적
2	메시 로번 베일 러시아 월드컵
0	네이버 핑크 동요 듣다
0	콘텐츠 제공 서비스 품질 대상 방송
0	아이폰 기념 아이폰 금액 훌쩍 넘다
2	체면 구기다 최강 전북 금액 전서 자존심 회복하다
0	개다 노트 조사 결과 발표 재발 방지책 제시
1	또는 내리다 휴일 충북 기온
6	건설 협회 정기 총회 혁신 성장 주도하다 건설 산업
2	리치 팔꿈치 수술 던지다
6	가상 화폐 실명 시행 선회 점진 축소 목적
1	불황 해외여행 알뜰 여행객 늘다 지출 제자리
0	파스퇴르 연구소장 결핵 치료 개발 기대
1	신간 전후 중일관계 혁명 여성
1	경기도 호우 주의보 시간 안팎
0	네이버 스삼송 캐스터 전동 카트 사업 협력
1	예술인 전하 전남 매력 남도 시간 걷다 발간
2	레이 커스 제임스 공백 딛다 새크라멘토 설욕
0	헬로모바일 중장 년층 인기 담다 청춘 뮤직 출시
5	사고 관련 질의 답변 김상균 철도 시설 공단 이사장
4	오다 관세 협상 멕시코 불법이민 브로커 제재 국경 배치 제안
0	팬택 프리미엄 출시 스톤 개발 검토
6	서울시 역다 청년 주택 권역별 설명
1	한국 관광 공사 해외여행 문화 개선 캠페인 전개
4	트럼프 이스라엘 방위 조약 논의 총선 앞두다 네타냐후 싣다
2	자카르타 야구 종목 역대 개국 참가 전망
4	이란 억류 유조선 실리다 석유 배럴 파다
3	청소 대행 업체 위장 취업 절도 행각 구속
5	한일 국방 장관 핵실험 대응 전화 대북 공조 합의
0	장애인 부모 위치 확인 기기 키코 천대 기증
5	조국 후임 인선 고심 소규모 개각 가능성 거론
2	전북 최강희 감독 톈진 분석 예선
2	한화 행사 독수리 마당 이벤트
2	자다 타구 야수 정면 추신수 타수 안타
4	이라크 영사관 일시 폐쇄 이라크 외교관 체포
1	구한말 현재 서적 보다 출판 역사
6	그래픽 일본 노동 배율 추이
0	분기 스팸신 불법 게임 도박 휴대폰 판매
1	부도 송인 서적 금액 기업 회생 절차 신청
2	베다 투호 경기 무패 칠레 빼다 모두 선제골 기록
0	개다 노트 조사 결과 나오다 소비자 불안 해소
4	기간 한일 외교 장관 회담 무산
5	대통령 금액 연설 국정 운영 협력 당부
1	레스토랑 풍경 외식 미식 문화 변천사
4	아프간 주둔 미군 감축 금주 공식 발표
6	스포티지 유럽 월간 판매
5	출입 의혹 추적 최측근 확인
3	올림픽 올림픽 열기 뜨겁다 강릉
6	주택 체감 경기 악화 수기 선거 영향
4	사우디 남녀 춤추다 할랄 나이트클럽 조사
6	건설 서울시 안전 관리 평가 최우수 현장 선정
1	제주 공항 기류 강풍 항공기 지연 회항
4	충돌 여객기 옥수수 동체 착륙 사망자
2	현장 축구 선생님 변신 손흥민
0	다문화 가정 교육 단말기 천대 무상 금액
2	수비 비중 커지다 송명근 배구 인생 도움 시기
1	충북 폭염 열대야 지속 야외 활동 주의
5	대통령 국민 생명 지키다 타협 양보 결코
5	친북 매체 북한 미사일 발사 김정은 명령 결정 주장
5	올림픽 목소리
0	전자파 안전 연구 금액 벌써
0	초고 인터넷 서비스 맞춤 피해 구제 기준 업무 협약 체결
2	시즌 홈런 작렬 경기 연속 안타
4	이란 긴장 고조 이라크 주재 자국 금액 철수
5	대통령 금액 과학자 감사 인사 발전 뿌리
0	게시판 한국 기술 사회 금액 위촉
0	연구실 책임자 위험 요인 분석 대책 수립 의무
0	통신 전자 업계 수능 마치다 수험생 대상 이벤트 돌입
2	리페 토종 삼각 편대 활약 우리카드 현대
4	입국 금지 바보 트럼프 순교자 영국 의회 격론
1	서울 시립 미술관 컬렉션 무엇 소장품
5	빨르다 특검 추천 후보 압축 속도
0	광화문 스퀘어 마련 체험
0	재활용 가능하다 신소재 미세먼지 필터 세계 개발
6	증권 이노 상반기 실적 부진 목표
0	네이버 노조 설립 건강하다 성장 노력
5	유엔 제재 주민 불안감 확산 돈주 사재기
3	충주 어린이 놀이 시설 라바 랜드 입장 돌파
6	농협 금융 중국 동남아 보험 시장 진출 추진
5	인권 개선 촉구 탈북자 단체 뭉치다
0	전자 쿼드 탑재 오디오 기능 강화
1	대통령 휴양지 출입 제한 정비 재개 방종하다
5	한국 금액 댓글 조작 공세 특검 당론 채택
5	민주 연동 반영 권역별 비례 선거 개혁 진전
1	무더위 바다 최고
0	삼성 스마트폰 위기 세계 점유 수치 하락
0	상처 남기다 무산 헬로비전
4	이탈리아 대비 부채 비율 상향 조정
2	차상현 칼텍스 감독 흥국생명 서브 공략 편하다
3	대통령 최저임금 금액 공약 얽매이다 속도 조절 무게
3	스튜디오 드래곤 보다 한국 드라마 제작 미래
5	남북정상회담 김정은 금액 조명 통일부 장관 악수
1	옥인콜렉티브 이정민 지다 별세 미술 충격 슬픔
5	국방부 군사 회담 촉구 진정 비핵화 우선
4	매체 밉다 무역 갈등 완화 양국 이익 기회 소중하다 여기다
2	국내 선수 강세 점슛 부문 외국 선수 독식
0	정부 탈핵 선언 비판 메일 열다 말다 악성코드 유포
6	하나 금융 론스타 청구 천억 중재 전부 승소
0	유플러스 협력 제안 개최 아이디어 채택
6	롯데 금액 인사 부회장 승진 유력
2	이치로 도쿄 개막전 타수 안타 볼넷
4	캐나다 밴쿠버 일대 집값 폭등 돈세탁 자금 금액 유입
2	여자배구 세계 선수권 엔트리 발표 대표 교체
2	메시 결혼식 초대 받다 마라도나 초대장 분실
4	네타냐후 요르단강 서안 정착 합병 팔레스타인 반발
5	대통령 우리 모든 국가 기관 국민 조준
6	한국 거래소 개인 파생상품 시장 진입 요건 완화 추진
4	이란 경제 전쟁 선포 협상 충돌
1	베니스 상인 연출 박근형 인간 자비
5	홍영표 시민단체 망언 인방 국민 추다 운동
6	그래픽 대책 은행권 주택 담보 대출 증가
4	해리 왕자 부부 첫째 아이 평범하다 이름 택했다
1	봄바람 살랑 떠나다 쏟아지다 여행
4	금액 어치 사다 무기 큰손 사우디 고민
4	짐바브웨 광산 침수 사고 숨지다
2	센터 맹활약 대한항공 한국전력 꺾다 연승 행진
3	연합뉴스 지지 통신 양자 회담
0	알뜰 모바일 랄라블 알뜰폰 유심 판매
5	신년 담화 회견 경제 북한 통일 대화 제로
0	네이버 인공 지능 해외여행 코스 자동 추천
5	금액 대표 경선 구도 점차 윤곽 친박 교통 정리
5	올림픽 대통령 북한 미국 빈자리
1	문화 소식 국립 중앙 도서관 지식 경험 나누다 강연
1	연합 이매진 탄생 윤동주
4	이라크 그린 피격 관련 시아파 민병대 의심
1	클래식 무대 쏟아지다 기획사 연대 사례
4	강경 홍콩 경찰 총수 임명 시위 진압 가속
6	게시판 주택 금융 공사 맞이 나눔 행사
5	권익위 공공기관 청렴 색상 표시 청렴 지도 공개
0	금액 조사 거부 조사 가중 처벌 판단
6	게시판 투교협 채권 시장 전망 요강
5	이인영 지체 대북 인도 금액 남북 신뢰 강화하다
0	트위터 게임 관련 트윗 많다 나라 일본 미국 한국
3	주주 한전 집회 노조
5	대회 김여정 장관 자리 오르다
6	노무 성장 수치 수치 전망 하향 금리 인하
0	텔레콤 말로 아이폰 즐기다
6	소비 개선 완만 성장 갈다
6	삼성 전자 제품 성적표 휴대폰
5	주요 외신 공식 전쟁 중인 남북한 역사 합의
1	호화 크루즈 골든 프린세스 제주
5	안보 전략 지침 공개 국민 공감 국제사회 지지 확보 목적
6	그래픽 기업 경기 실사 지수 낙폭 메르스 최대
1	소설 장강 수련 중인 소설가
0	금제 신청 금액 요금 포함
4	이란 호주인 억류 확인 군사시설 드론 촬영
3	민주 묘지 방명록 쓰다 세계 기자
5	북한 인권 재단 표류 더불다 민주당 상근 사직 요구
2	월드컵 리거 선의 경쟁 유럽 팔다
0	스마트폰 인기 보유 업체 네이버 밴드 달다
4	이치로 은퇴 들썩 야구 아이콘 떠나다
2	대결 제압 김주성 마지막 학생
1	열정 반짝임 가득하다 소년 빌리다 매력 뮤지컬 빌리다 엘리어트
2	마드리드 토레스 지키다 테오 보내다
5	제천 화재 유가족 위로 안철수
1	신간 의사 감정
4	실업 마피아 젊다 파고들다 청년 두목 금액
0	클리 스마트 이용자 피해 점점 늘다 감고 글로벌 업체
6	한화 슈퍼 피해 모바일 투표 도입
0	잡히다 스피커 가지 버디 출시
4	난민 헝가리 총리 테러 아무 교훈 얻다 비난
5	평양 정상회담 대통령 남북 대표자 기념 촬영
2	이성열 투런포 결승 한화 전승
5	가습기 특위 국회 파행 반쪽 청문회 불참 의미 반감
3	빨리 아파트 단지 입구 소방차 출동 표지
5	밝다 표정 안철수 후보
4	의식 외국 기업 차별 지방정부 대거 적발
1	금액 스승 김윤식 교수 타계 애도 물결
1	나다 아이 어디 영유 문화 예술 교육 진로 모색
5	금액 민주주의 아버지 전두환 이면 할아버지 박정희
2	이정 신임 총재 취임식
4	내주 구마모토 특별 재해 지역 지정 여진 돌파
1	신간 대전 스토리 겨울 구멍
2	전북 울산 나란하다 챔피언스리그 진출 확정
2	적시타 회말 끝내기 홈런 역전패
3	강풍 지붕 파손
5	대통령 국론 결집 호소 대국민 담화 성격
3	대기 환경보전 위반 제철소 공식 사과 촉구
4	브라질 룰라 장관 국정 복귀 정국 주도 회복 주목
0	이통 개다 노트 금액 인하 개다 출시 대비 금액 비축
2	숙영 만나다 웃다 헤어지다 여자농구 단일
6	금액 상호금융 조합 컨설팅 내부통제 취약 사항 확인
6	디딤돌 대출 모기지 신용 보증 금액
5	안철수 유승민 통합 선언 공동 행보 청년 토크 콘서트
6	이수빈 회장 생명 성경제 연구소 이동
0	치매 치료 한국 나오다 개발 도전
2	신장 농구 유망 서울 가다
6	케이 뱅크 자본금 금액 증자 대출 중단 영업
1	여주 도자기 축제 개막
6	금액 두산 회장 상반기 보수 금액
6	부업 최고 금리 수치 인하 서울시 불법 대출 집중 단속
2	모나코 골잡 팔카오 탈세 혐의 기소
2	그레인키 히트 무산 안도 하마터면 번거롭다
3	금액 경찰 참전 경찰 명패 드리다
0	들어오다 스피커 가지 버디 출시
1	신간 의사 거짓말 가짜 건강 상식
1	한국 화랑 협회 정부 한국 근대 미술관 설립
4	영상 여명 탑승 이라크 유람선 침몰 최소 사망
5	민주 장관 후보자 사수 기조 물러서다
2	경기 연속 멀티히트 경기 연속 안타
4	교도 김정은 푸틴 만찬 단독 확대 회담
5	친박 금액 대표 후보 유기준 일화 홍문종 당권 도전
1	게시판 살림 찾다 그리스 보물
4	국경 문제 논의 마치다 북핵 거론 여부 언급 안해
4	열병 둥펑 단거리 미사일 둥펑
2	강정호 피츠버그 감사 재기 받다
4	페이스북 대선 앞두다 정치인 포스트 팩트 체크
2	남북 여자농구 간판 박혜진 숙영 통일 농구
0	카드 뉴스 방금 사용 스마트 기기 정보 동의
2	연패 빠뜨리다 연승 헤인즈 빛바랜 트리플
5	김일성 광장 대규모 청년 학생 무도회 횃불 행진 열리다
1	경인선 폭우 낙뢰 방향 운행 중단 재개
5	김정은 지휘 대규모 사격 훈련 사진 공개
1	조선통신사 소재 방한 관광 상품 만들다
4	분기 수치 감소 경제 장관 신호 불황 알다
0	동정 유영민 정통부 장관 서비스 개시 현황 점검
5	정청 여야 상설 협의 정례 추진 속보
6	티스 금액 출자 기술 사업 금융 업체 설립
0	구비 금액 국내 유일 야생 영장류 연구 중단 위기
0	삼성 갤럭시 행사
2	말컹 멀티골 경남 서울 승리 패배 설욕
4	베를린 장벽 붕괴 기념 야외 사진전
0	민주당 해킹 시작 불과 한국 대비
4	중국 무역 전쟁 최대 이벤트 양회 개막
2	탬파베이 볼넷 오승환 대결 무산
1	신간 조선 후기 법률 문화 연구 민주 항쟁
1	이스탄불 튤립 축제 린다
0	킹덤 시즌 스틸컷 공개 햇빛 아래 좀비
6	한국 선재 영업 수치 감소
5	수은 공공기관 카드 금액 받다 금액 해외여행
1	영국 현대 미술 중심 미디어아트 선구자 백남준
0	창조경제 민관 협의 성과 추다 방안 논의
2	김성근 감독 소프트뱅크 활약
5	한국 국회 금액 거부 패스트 트랙 무효 사과
2	아시안 게임 임영희 한반도기 들다 기수 누굴까
2	국민 골키퍼 조현우 대구시 홍보 대사 위촉
2	마지막 홍명보 자선 대회 축구 스타 출동 따뜻하다 피날레
6	증시 시가총액 천조 시대
0	마지막 화성탐사 모의 훈련 한국인 경제학자 이끌다
1	전북 장마전선 영향 최대
6	바이오 산업 성장 동력 투자 적다 성과 부족
1	신간 친구 친구
0	사람 행복하다 해주다 미래 대용 가정 도우미 개발
6	조선 협력 살리다 최저임금 하향 세금 감다 요구
3	이재 최저임금 우려 근로 장려 세제 강구
5	안철수 남북정상회담 북핵 해결 도움 기준 판단
5	유엔 북한 인권 결의 채택 철회 반발
4	오바마 나토 정상 회의 참석 출국 크다 해법 논의
4	페루 아마존 지역 환경운동가 숨지다 발견
0	네이버 방문자 수치 이용 동영상 위주 전면 개편
3	춘천 나이 가라 한국 방송대상 작품 수상
2	프로배구 외국인 선수 출전 구단 자율 결정
1	코리안 챔버 음악감독 김민 오디션 보다 기분
0	갤럭시 폴드 출시 언제 다음 윤곽 나오다
5	민주 모독 한국 압박 지속 질서 파괴 옹호
1	올림픽 성공 평창동계올림픽
0	카카오 미니 마감 접속 몰리다 에러 속출
2	세트 출전 유광우 반성 안도 경기 망치다 뻔하다
1	추사 김정희 그림 정치 메시지
1	보리밭 잇다 고창 청보리 축제 개막
0	텔레콤 휴가 트래픽 대책 수립
2	남자 농구 국가대표팀 신임 감독 김상식 감독대행
4	거액 품질 투자 사익 추구 말르다 아프리카
5	북한 위성 발사 계획 통보 시기 밝히다
5	민생 연석 회의 참석자 악수 이해찬
4	평정 잃다 아베 선거 목전 사라지다 연금 재현 공포 격노
4	시리아 내전 종식 금액 출범 역사 순간
6	금융위 최은영 의혹 규명 강제 조사 발동
2	노수광 니퍼트 상대로 개인 선두 타자 홈런
6	금투 금액 선정 고객 수익률 수치
4	연정 정당 맞붙다 지방선거 극우 동맹 승리
6	게시판 교사 경제 교육 직무 연수 신청 접수
2	도르트문트 만나다 말리다 나다
2	안방 강하다 미네소타 포틀랜드 꺾다 연승
2	돌아오다 추신수 타석 루타 볼넷 포함 출루
2	연패 최성 선발 데뷔전 승리
5	국회 정개 특위 가동 여야 선거 제도 개혁 최선 목소리
6	부산 항만 공사 경영 본부장 공모 접수
0	게시판 창의 재단 고용노동부 강남 지청 가정 양립
1	대관령 영하 나흘 맹추 동해안 건조 특보
2	금액 축구 한류 베트남 국기 가득 경기장
4	시리아 북서 부서 정부 반군 충돌 최소 사망
2	나상호 리그 빛나다 득점 베스트 관왕
6	기업 회생 워크아웃 모두 필요 기업 구조조정 촉진법 공청회
6	농어촌 공사 유연근무제 확대 재택근무 시범 운영
6	태광 실업 베트남 신발 공장 착공
1	거대하다 에너지 덩어리 브루크너 교향곡 압도
4	금액 트럼프 탄핵 표결 여야 막판 대충돌
2	알리 칼텍스 연승 행진 알레나 인삼
4	이란 고위 인사 우리 영국 유조선 억류
4	이란 대통령 오다 대화 알다 선택 저항
1	스타 소리 이자람 뜨겁다 연출가 선웅
2	아시안 게임 윤호 공백 막다 이진현 능력
4	무역 협상 앞두다 홍콩 대만 장외 카드 압박
2	제임스 트럼프 인종 주의자 기회 주다
6	게시판 투자 증권 시대 아카데미 강좌
5	평화 금액 대표 합의 추대 불발 경선 선출
1	태양 서커스 모토 하나 불가능 단어
1	신간 오버 초이스 다운 빌다 스테이션
2	켈리 걸리다 포스트시즌 슬프다 의미 크다
0	우체국 알뜰폰 이상 많이 산다 수도권 판매량 절반
2	월드컵 이탈리아 우승 후보 프랑스 꺾다 진출
5	김무성 대통령 얘기 질문 마르다
5	총리 기무사 문건 사실관계 밝히다 따르다 처분
5	북한 김정은 노동당 금액 추대 확인
5	사자 유해 발굴 담당 찾다 준비
1	밸족 잡다 공연 시작 앞당겨지다
0	진화 개다 노트 공개 임박 천명 참석 예정
2	프로야구 시범 경기 개막 박병호 홈런 포로 복귀 신고
0	게시판 아프리카 배틀 라운드 리그 스플릿 개막
0	이주 뉴스 워드 인권 침해 정치 보복 하이라이트
6	올릭스 코스닥 신규 상장
4	규제 당국 아마존 구글 독점 시조사
6	서울 모터쇼 전시 제네시스
0	제약업 최장수 삼진 제약 이성우 사장 물러나다
2	정규 리그 우승 여자배구 도로공사 흥국생명 완파
1	늦다 제주도 장맛비 최대 폭우
2	웨이 한국 대만 연예인 자선 야구 참여
5	외신 신형 로켓엔진 가능성 이란 협력 결과물
2	역전 손보 시즌 연승 도로공사
4	사우디 아랍권 회의 카타르 초청
2	방성윤 프로농구 복귀 무산 선수 등록 불허
5	김병기 아들 금액 채용 외압 의혹 사실 무근 적폐 세력 음해
5	지나다 국회 정상화 일정 가시
2	벗겨지다 농구 들다 블록 시도 막다
5	대회 김정은 시대 공식 선언 무대
5	금액 회의 발언 추미애
2	신치용 감독 프로배구 삼성 화재 경기 특별 해설
4	스코틀랜드 찾다 존슨 분리 독립 투표 허용
2	휴스턴 사인 훔치다 조사 대상 다른
2	타자 류현진 상대로 볼넷 개인 통산
4	트럼프 시리아 성공 연일 자화자찬 공화당 서도 냉랭
5	북한 날씨 대체로 맑다 구름
2	여자농구 생명 감독 정상 대표팀 코치
0	아마존 번역 서비스 구글 경쟁
6	금액 한국 연금 수요 자산운용 시장 전망 밝다
3	영종하늘도시 주민 학교 신설 잇따르다 부결 세다 반발
6	삼성 전자 금액 인사 멈추다 경영 시계 움직
2	감독 만루 기회 놓치다 아쉽다
6	은행 주택 담보 생활 자금 주택 고가 주택 대출 취급 중단
0	한국인 과학자 시간 결정 구현 성공 네이처 표지 논문
2	리그 개막 프로 출신 대거 합류
1	손학규 둘째 소설 년생 제주 평화 문학상 수상
5	총리 알제리 튀니지 모로코 순방 마치 귀국
6	상승 마감 코스피
1	짧다 이야기 빛나다 풍자 커트 보다 소설
4	스위스 시장 개방 압박 대응 보호 조치 시행
5	새누리 김종필 금액 진천 군수 재선거 출마
5	금액 김문수 전대 출마 문의 모양 좋다
0	전국 매장 고객 센터 전화 상담 대기 시간 평균
4	대화 멈추다 베네수엘라 정부 야권 대선 재다 합의 찾다
2	프로농구 추승균 감독 자진사퇴
0	우주과학 연구 차세대 소형 위성 새벽 미국 발사
0	안전 진단 협회 넘다 노후 시설 안전 관리
5	호남 지역구 축소 최소 지역구 관건
2	비싸다 맨유 아약스 완승 유로파리그 우승
3	미세먼지 잠실 프로야구 취소
1	생각 걷기 닮다 신간 걷기 철학자 생각
2	개막 추신수 강정
1	동물 생명 소설 무민 채식주의자
2	더선 맨유 루니 이번 에버턴 이적
0	표지판 비추다 자동 번역 구글 워드 렌즈
0	중미 경제통합 은행 협력
0	중장 창업 모델 찾다 서울시 창업 프로젝트
1	베를린 연주 진은숙 신곡 담기다 우주 역사
2	네티즌 최고 관심 월드컵 경기 한국 독일
0	카카오 위메이드 기업 블록 체인 협업
0	우주 극한 환경 만들다 지구 물질 발견
5	당선인 인터뷰 권성동 크다 강릉 만들다 일꾼
6	게시판 투자 증권 시대 행복 리포트 발간
4	콜롬비아 마약 조직 행동 대장 유튜브 스타 희생 가족 분노
4	튀니지 민주 대선 투표 수치 결과 발표
4	총선 앞두다 노동당 악재 유대교 지도자 유대 주의 비판
5	대통령 금액 시장 요즘 운동화 나누다
5	목포 시민 여명 국민의당 입당 선언
5	국감 현장 재위 최경환 인턴 청탁 의혹 놓다 설전
6	신한은행 디지털 영업 금액
6	화천 기계 분기 영업 금액 수치 증가
5	대통령 국정 지지율 수치 회복 수치 리얼미터
2	프로축구 아산 서울 이랜드 꺾다 선두 수성
5	잠룡 시국 합의 나오다
0	성숙 네이버 뉴스 댓글 개편 검토 필요하다
4	트럼프 이란 대화 요구 공격 임박 경고
0	카카오 삼성 화재 디지털 손해 보험사 설립 추진
4	금액 수컷 병아리 대량 도살 관행 묵인 대안
5	김종대 촛불시위 무력 진압 논의 주체 청와대 경호처
0	프리미엄 임대 제공 이하 하루 단위 과금
1	한반도 전쟁 위기 벗어나다 한국 균형 외교 필요
5	민주 충청 공략 안희정 역풍 차단 주력
4	부르키나파소 시신 숨다 폭탄 터지다 군인 사망
6	파다 증여 종부세 놀란 주택 절세 상담 줄이다
1	한국인 사드 보복 중국 일본 많이 가다
5	내주 어린이 안전 강화 회의 이법 논의
1	게시판 예스 부산 맞이 민화 전시
2	이도희 현대 건설 감독 약하다 레프트 활약 기대
6	키우다 증권 호텔 신라 면세점 매출 증가 목표 주가
4	혼돈 소용돌이 빠지다 예멘 아덴 내분 섞이다
1	예스 블록 체인 메인 체인 론칭
0	카카오 임지훈 대표 늘다 유행 기반 기술
3	사적 석촌동 고분 발굴 조사 설명
4	유럽의회 선거 극우 동맹 예상 중도좌파 민주당
2	신태용 장현수 독일 같이 물러나다
2	하마 오른 플로레스 감독 승리 초점 맞추다 실용주의
4	의장 통화 완화 근거 강하다 금리인하 시사
5	정책 청년 일자리 서민 미래 전략 특위 구성
5	국방부 핵실험 가능성 예의 주시 언제
3	문재인 정부 남방 정책 이대로 좋다 토론회
2	그래픽 역대 남북 통일 농구 개최 현황
2	금액 감독 즐겁다 최태웅 감독 부상 핑계
4	베트남 짜다 리도 카드 쓰다 안전 카드 발급 허용 논란
5	유엔 대북 제재 대비 태세 강화 도발 응징
5	대통령 고위 회담 준비 상황 보고 받다 남북 대화 구상 몰두
0	구글 국내 매출 최대 금액 육박 추정
4	금액 구금 시설 금액 이민자 변기 말다
1	우표 박물관 열리다 여성 독립운동가 우표 기획 전시회
5	공식 운동 부산 축제 거리 유세
1	얼음 구멍 산천어 신기하다 아이
5	상임 개최 발사 대책 논의
1	신간 개혁 중국 우리 사이
6	금융 꿀팁 보험료 싸다 함정 해지 환급 보험
0	중고 교생 스마트폰 보유 수치 하루 이용 시간 시간 이상
2	푸홀스 홈런 타자
2	레알 회장 호날두 설득 의지 매우 중요하다 선수
4	헤이룽장성 러시 아산 전력 수입 석탄 천만 대체
2	투심 장착 송은범 이번 커터 배우다 보다
2	미국 언론 역사상 뛰어나다 다저스 선발 최고
0	우리나라 좋다 물의 가치 과학기술 발견
5	야권 분열 광주 전남 정치권 눈치 작전 입시 방불
4	석탄 베트남 동탄 위치 추적 장치 끄다 사라지다
2	축구 대표팀 코치 북전 출동
6	대화 제약 말레이 브루나이 규모 의약품 공급
6	공시가격 인상 유세 확인 매매 아직
0	구글 메일 시간 장애 발송 다운로드 불통
6	캠코 제주도 주차장 금액 규모 국유 부동산 공매 대부
3	방역 현장 찾다 김현수 장관
4	고령 사회 노인 교통사고 골치 면허 반납 독려 수치 운전
5	대통령 남중국해 분쟁 평화 창의 해결
1	신간 포텐셜 비웃다 사람 사라지다 걷다
4	국경절 연휴 관광 시장 금액 여전하다 인기 지역
1	스카이스캐너 연휴 가족 해외 여행객 증가
4	백악관 이스라엘 아랍 국가 비교 협정 추진
6	국내 주식 펀드 거래 자금 유입
6	주택 고가 주택 대출 재개 교육 목적 주택 졸업 아야
5	여야 민생 경제 안정 새해 만들다 해법 제각각
0	전자 공개 행사 초청장 발송
2	아시안 게임 축구 조추첨 개최 김학범 일정 변경 불가피
6	미래에셋 대우 연금 자산 금액 돌파
6	외국 은행 국내 지점 금액 수치
4	에티오피아 장관 추락 블랙박스 인니 사고 유사 확인
5	유출 의혹 특별 감찰관 수사 대화 경위 유출 경로 쟁점
1	방송 소식 해드리다 방송
1	신간 구독 좋다 경제학
0	통신 유심 독점 유통 이익
0	애플 앱스토어 이통 소액 결제 도입 추가 수수료
0	단말기 자급 논란 이통 거치 휴대폰 구매 한국 수치 글로벌 수치
0	삼십삼분 복싱 스타 글로벌 다운로드 만회 돌파
5	반갑다 인사 나누다 서훈 폼페이
5	하루 추가 체류 제안 우리 사정 때문 받다
4	이란 외무 장관 러시아 이란 인도양 합동 군사훈련
1	봄비 먹음 꽃망울
6	미국 금리 인상 예고 금액 달러 환율 급등
2	프로배구 정지 문성민 양효진 금액 남다
0	노트 보장 프로그램 출시 써다 수치 보상
5	대통령 신뢰 경고 통합 메시지 협조
0	알뜰폰 자급 제로 찾기 파격 금제 단말 확대
3	조국 사퇴 묻다 채널 시사 토론 방송
4	트럼프 비난 공화당 인사 잇따르다 수습 모드
0	세계 최초 위성 네트워크 연결 성공
2	김태형 감독 오다 기회 오히려 스트레스
3	가다 키우다 신인 드라마 작가 진출
3	고속도로 갓길 의식 잃다 운전자 암행 순찰차 구조
6	코스피 코스닥 나란하다 오다 들다 최고 마감
0	유연 소자 효율 무기 혼성 나노 전선 제조 기술 개발
2	월드컵 자신 만만 멕시코 언론 한국 약체 꼬리
5	윤병세 유엔 방위 외교 시동 새벽 한미 외교 회담
5	남북 연락 채널 금액 사흘 한미 훈련 연기
0	공공 주파수 공급 대부분 국방
0	억제 시냅스 형성 조절 과정 규명 자폐 연구 실마리
4	관리 꺼내다 브렉 시트 국민투표 안이 엄청나다 결과 초래
6	쓰리다 유상증자 결정 철회
3	지하철 정치 종교 의견 광고 재개 연기
5	수사의뢰 쟁점 법조 입증 만만찮
2	산전 연패 가을 야구 가물가물
4	우방 이스라엘 베네수엘라 지도자 국회의장
0	갤럭시 최대 게임 플랫폼 삼성 갤럭시 스토어 출시
6	그룹 협력 현금 결제 늘리다 대금 지급 앞당기다
4	리비아 군벌 하프 타르 라마단 계속 전투 명령
4	드론 격추 확실 이란 거짓말 진실게임 양상
6	증시 상품 자산운용 달러 표시 아시아 채권 펀드
5	공정위 경쟁법 집행 수단 금액 검찰 시장 분산
5	테러 방지 인권 법도 이참 미사일 별개
4	호주 가구 평균 자산 달러 돌파 양극화 현상 심각
4	프랑스 대형 여객선 지중해 표류 난민 구조
0	세기 대국 업계 알파 바둑 고정관념
5	비상 시국 토론회 개최 김무성 김종인 참석
1	젊다 건축가 프로그램 우승자 건축가 양수 선정
2	리거 출신 기다 국전 어리다 전북 좋다 선수 많다
2	프로야구 롯데 키즈 클럽 상품 출시
4	김정은 베이징 제약회사 동인당 공장 전격 방문
2	강행 좌절 제주 조성환 감독 리그 반등
0	충전 쓴다 스마트폰 파워 서다 공개
2	호날두 크다 소식 알다 드리다
5	대통령 케냐 새롭다 성공 스토리 써다 내려가다
0	이산화탄소 청정 연료 생산 전환 기술 발짝
1	신간 지금
4	베네수엘라 국영 유사 제재 이행 두다
6	게시판 한화 투자 큐리 재무 정보 제공
1	상공 무술년 맞이 뜨겁다 감동
2	임도 바리 보령 기간 남녀 배구 대표팀 사령탑
6	에스 에이 금액 규모 배정 유상증자 결정
1	피아노 피아니스트 무대 오르다
3	동정 효성 금액 제작 현장 방문
4	트럼프 취임 이스라엘 정착 급증 정부 묵인
4	곳곳 뱅크런 가계부채 이상 징후 당국 대응 시험대
6	미래에셋 엔씨소프트 실적 호조 예상
1	카메라 뉴스 도자기 만들기 재미있다
6	건설 체감 경기 회복 상승 전환
6	현대 상선 용선 협상 타결 넘다
6	금액 터치 삼성 전자 사상 최고 기록 경신
4	탈레반 일시 휴전 동의 평화협정 체결 날짜 조만간 공표
0	음성 상품 결제 롯데 쇼핑 서비스
4	백악관 경내 수상한 물체 투척 소동 여성 체포
